Date,Open,High,Low,Close,Adj Close,Volume
2019-03-26,1315.599976,1315.599976,1314.300049,1314.300049,1314.300049,1
2019-03-27,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,206263
2019-03-28,1308.400024,1311.099976,1287.699951,1289.800049,1289.800049,87798
2019-03-29,1289.599976,1298.5,1286.099976,1293,1293,1265
2019-04-01,1291.800049,1295.900024,1285.699951,1288.400024,1288.400024,675
2019-04-02,1286.300049,1290.900024,1284.5,1290,1290,525
2019-04-03,1291.400024,1293.099976,1287.5,1289.900024,1289.900024,172
2019-04-04,1290.599976,1292.599976,1279.5,1289,1289,269
2019-04-05,1292,1292,1283.599976,1290.400024,1290.400024,181
2019-04-08,1292.199951,1302.099976,1291.800049,1297.099976,1297.099976,63
2019-04-09,1298.5,1304.900024,1298.5,1303.5,1303.5,30
2019-04-10,1304,1309.099976,1301.5,1309.099976,1309.099976,66
2019-04-11,1307,1307.099976,1288.599976,1288.599976,1288.599976,420
2019-04-12,1293.400024,1293.400024,1289.199951,1290.599976,1290.599976,607
2019-04-15,1284.800049,1287.300049,1282.300049,1286.800049,1286.800049,523
2019-04-16,1285.199951,1285.199951,1272.199951,1272.599976,1272.599976,643
2019-04-17,1273.5,1273.5,1271.599976,1272.199951,1272.199951,308
2019-04-18,1270.800049,1273.599976,1270.099976,1271.900024,1271.900024,27
2019-04-19,1272.150025,1273.549988,1271.799988,1272.700012,1272.700012,87
2019-04-22,1273.5,1273.5,1273.5,1273.5,1273.5,147
2019-04-23,1266.400024,1269.800049,1266,1269.300049,1269.300049,206
2019-04-24,1268.400024,1275.5,1267.800049,1275.5,1275.5,518
2019-04-25,1280.599976,1280.800049,1275.800049,1275.800049,1275.800049,95
2019-04-26,1284.900024,1284.900024,1284.900024,1284.900024,1284.900024,804
2019-04-29,1284.800049,1284.900024,1277.099976,1278.599976,1278.599976,568
2019-04-30,1281.699951,1283.300049,1280.800049,1282.800049,1282.800049,114
2019-05-01,1278.699951,1283.300049,1278.699951,1281.400024,1281.400024,70
2019-05-02,1269.199951,1270.800049,1266.599976,1269.699951,1269.699951,63
2019-05-03,1270.099976,1279.199951,1270.099976,1279.199951,1279.199951,15
2019-05-06,1282.199951,1282.199951,1280.300049,1281.699951,1281.699951,12
2019-05-07,1280.5,1283.5,1280.5,1283.5,1283.5,8
2019-05-08,1279.400024,1279.400024,1279.400024,1279.400024,1279.400024,5
2019-05-09,1278.900024,1285,1278.800049,1283.5,1283.5,38
2019-05-10,1285.400024,1286.5,1283.300049,1285.699951,1285.699951,6
2019-05-13,1286.699951,1300.099976,1281.800049,1300.099976,1300.099976,56
2019-05-14,1297.800049,1297.800049,1294.699951,1294.699951,1294.699951,6
2019-05-15,1296.900024,1296.900024,1296,1296.300049,1296.300049,55
2019-05-16,1285.199951,1285.400024,1285,1285,1285,3
2019-05-17,1280,1280,1274.5,1274.5,1274.5,1
2019-05-20,1276.099976,1276.099976,1276.099976,1276.099976,1276.099976,20
2019-05-21,1272,1272,1272,1272,1272,0
2019-05-22,1273.599976,1273.599976,1273.599976,1273.599976,1273.599976,0
2019-05-23,1284.800049,1284.800049,1284.800049,1284.800049,1284.800049,0
2019-05-24,1283,1283,1283,1283,1283,9
2019-05-27,1279.75,1279.75,1279.75,1279.75,1279.75,4.5
2019-05-28,1276.5,1276.5,1276.5,1276.5,1276.5,0
2019-05-29,1280.599976,1280.599976,1280.599976,1280.599976,1280.599976,189694
2019-05-30,1279.400024,1288.300049,1273.900024,1287.099976,1287.099976,55573
2019-05-31,1287.699951,1306.400024,1287.5,1305.800049,1305.800049,2814
2019-06-03,1307,1327.800049,1307,1322.699951,1322.699951,812
2019-06-04,1324.300049,1328.599976,1320.800049,1323.400024,1323.400024,302
2019-06-05,1328.900024,1343.300049,1326.300049,1328.300049,1328.300049,622
2019-06-06,1330.800049,1338.699951,1326.199951,1337.599976,1337.599976,161
2019-06-07,1333.099976,1347.699951,1329.800049,1341.199951,1341.199951,240
2019-06-10,1335.800049,1336.5,1324.099976,1324.699951,1324.699951,268
2019-06-11,1328.400024,1328.400024,1319.099976,1326.400024,1326.400024,201
2019-06-12,1326.900024,1334.5,1326.900024,1331.900024,1331.900024,139
2019-06-13,1331.599976,1341.099976,1331.599976,1339.199951,1339.199951,157
2019-06-14,1345.400024,1355.400024,1339.300049,1340.099976,1340.099976,914
2019-06-17,1339,1340.300049,1335,1338.699951,1338.699951,76
2019-06-18,1349.300049,1349.300049,1341.599976,1346.599976,1346.599976,29
2019-06-19,1344,1344.599976,1344,1344.599976,1344.599976,129
2019-06-20,1381.5,1392.900024,1379.5,1392.900024,1392.900024,76
2019-06-21,1406,1406,1390.300049,1396.199951,1396.199951,35
2019-06-24,1406,1420.599976,1402.099976,1414.300049,1414.300049,125
2019-06-25,1418.099976,1433.300049,1414.900024,1414.900024,1414.900024,105
2019-06-26,1407.199951,1413.300049,1405.800049,1411.599976,1411.599976,1333
2019-06-27,1407,1410.800049,1399.800049,1408.400024,1408.400024,437
2019-06-28,1408.300049,1422,1408.300049,1409.699951,1409.699951,356
2019-07-01,1386.599976,1395.800049,1382.800049,1385.599976,1385.599976,214
2019-07-02,1391.099976,1418.400024,1390.800049,1404.599976,1404.599976,38
2019-07-03,1404.700013,1418.350037,1390.5,1400.649964,1400.649964,29
2019-07-04,1404.700013,1418.350037,1390.5,1400.649964,1400.649964,29
2019-07-05,1418.300049,1418.300049,1390.199951,1396.699951,1396.699951,20
2019-07-08,1395.900024,1397,1393.599976,1397,1397,14
2019-07-09,1394.5,1397.5,1386.199951,1397.5,1397.5,53
2019-07-10,1409.900024,1410.099976,1409.900024,1410.099976,1410.099976,50
2019-07-11,1424,1424,1404.300049,1404.300049,1404.300049,6
2019-07-12,1405.599976,1410.099976,1405.599976,1409.900024,1409.900024,8
2019-07-15,1414.400024,1415,1411.400024,1411.400024,1411.400024,25
2019-07-16,1413.599976,1413.699951,1405,1409.199951,1409.199951,13
2019-07-17,1404.599976,1421.300049,1404.599976,1421.300049,1421.300049,6
2019-07-18,1422.300049,1444.199951,1419.5,1426.099976,1426.099976,66
2019-07-19,1440.5,1442,1425.099976,1425.099976,1425.099976,22
2019-07-22,1425.300049,1425.300049,1424,1425.300049,1425.300049,1
2019-07-23,1418.599976,1421.300049,1416.300049,1420.099976,1420.099976,5
2019-07-24,1422.800049,1422.800049,1422.800049,1422.800049,1422.800049,20
2019-07-25,1413.900024,1413.900024,1413.900024,1413.900024,1413.900024,4
2019-07-26,1422.800049,1423,1418.5,1418.5,1418.5,5
2019-07-29,1419.599976,1419.599976,1419.599976,1419.599976,1419.599976,224267
2019-07-30,1426.300049,1433.900024,1422.099976,1429.699951,1429.699951,73874
2019-07-31,1431.300049,1435.800049,1411.199951,1426.099976,1426.099976,3294
2019-08-01,1411.300049,1445.199951,1400.900024,1420.900024,1420.900024,2431
2019-08-02,1448,1448,1432.300049,1445.599976,1445.599976,1873
2019-08-05,1440.400024,1469.699951,1440.400024,1464.599976,1464.599976,1008
2019-08-06,1469.699951,1475,1457.699951,1472.400024,1472.400024,460
2019-08-07,1473.5,1509.900024,1473.199951,1507.300049,1507.300049,824
2019-08-08,1498.400024,1508.5,1492,1497.699951,1497.699951,367
2019-08-09,1506.199951,1507.5,1495.599976,1496.599976,1496.599976,74
2019-08-12,1496,1514.900024,1488.099976,1505.300049,1505.300049,257
2019-08-13,1510.400024,1531.400024,1483.699951,1502.199951,1502.199951,672
2019-08-14,1500,1520.5,1497,1515.900024,1515.900024,328
2019-08-15,1519.800049,1522.699951,1510.599976,1519.599976,1519.599976,87
2019-08-16,1524.599976,1524.599976,1504.699951,1512.5,1512.5,1815
2019-08-19,1507.199951,1507.599976,1492.900024,1500.400024,1500.400024,205
2019-08-20,1497.5,1506.099976,1497.5,1504.599976,1504.599976,486
2019-08-21,1504.900024,1505,1498.800049,1504.599976,1504.599976,350
2019-08-22,1495.099976,1497.300049,1493.800049,1497.300049,1497.300049,686
2019-08-23,1493.5,1527.599976,1493.5,1526.599976,1526.599976,983
2019-08-26,1543.199951,1543.300049,1524.300049,1526.300049,1526.300049,334
2019-08-27,1530.5,1542.099976,1528.5,1541,1541,166
2019-08-28,1538.099976,1538.099976,1537.800049,1537.800049,1537.800049,2756
2019-08-29,1537.5,1549.300049,1519.599976,1526.5,1526.5,704
2019-08-30,1524.599976,1530.400024,1516.699951,1519.099976,1519.099976,276
2019-09-02,1523.75,1538.850037,1518.849976,1532.5,1532.5,207.5
2019-09-03,1522.900024,1547.300049,1521,1545.900024,1545.900024,139
2019-09-04,1549,1553.199951,1534.800049,1550.300049,1550.300049,46
2019-09-05,1551,1551.099976,1511.099976,1515.400024,1515.400024,125
2019-09-06,1517.300049,1526,1504.5,1506.199951,1506.199951,54
2019-09-09,1509,1513,1498,1502.199951,1502.199951,69
2019-09-10,1498.5,1498.5,1486.900024,1490.300049,1490.300049,23
2019-09-11,1491.699951,1496.599976,1490.199951,1494.400024,1494.400024,8
2019-09-12,1499.5,1515.400024,1498.699951,1498.699951,1498.699951,27
2019-09-13,1490.900024,1490.900024,1486.900024,1490.900024,1490.900024,1
2019-09-16,1506.599976,1506.800049,1496.900024,1503.099976,1503.099976,21
2019-09-17,1497.900024,1505.099976,1497.900024,1505.099976,1505.099976,3
2019-09-18,1508.900024,1509.400024,1489.300049,1507.5,1507.5,8
2019-09-19,1496.099976,1502.400024,1496.099976,1498.400024,1498.400024,10
2019-09-20,1503,1507.300049,1503,1507.300049,1507.300049,2
2019-09-23,1515.5,1523.699951,1515.5,1523.699951,1523.699951,5
2019-09-24,1515.099976,1533,1515.099976,1532.099976,1532.099976,25
2019-09-25,1527.599976,1527.900024,1504.599976,1504.599976,1504.599976,25
2019-09-26,1507.5,1507.5,1507.5,1507.5,1507.5,8178
2019-09-27,1504.199951,1506.099976,1485.599976,1499.099976,1499.099976,7827
2019-09-30,1495.900024,1495.900024,1463.5,1465.699951,1465.699951,1078
2019-10-01,1468.699951,1485.5,1458.300049,1482,1482,219
2019-10-02,1476.599976,1503.699951,1474.099976,1501,1501,205
2019-10-03,1497.400024,1518.199951,1496.599976,1507.099976,1507.099976,1213
2019-10-04,1505.599976,1508.699951,1497.099976,1506.199951,1506.199951,233
2019-10-07,1504.800049,1505.800049,1489.099976,1497.699951,1497.699951,121
2019-10-08,1489.400024,1506.300049,1489.300049,1497.199951,1497.199951,46
2019-10-09,1507.699951,1507.699951,1498.400024,1506.099976,1506.099976,120
2019-10-10,1511.199951,1511.199951,1490.599976,1494.800049,1494.800049,78
2019-10-11,1491.900024,1494.900024,1476.900024,1482.699951,1482.699951,57
2019-10-14,1484.400024,1493.5,1481.300049,1491.699951,1491.699951,400
2019-10-15,1488.900024,1495.400024,1476.599976,1477.599976,1477.599976,367
2019-10-16,1482,1488,1480,1488,1488,383
2019-10-17,1486.199951,1493.199951,1485.800049,1492.300049,1492.300049,271
2019-10-18,1487.300049,1489.099976,1486.599976,1488.199951,1488.199951,82
2019-10-21,1489.900024,1489.900024,1481.5,1482.400024,1482.400024,72
2019-10-22,1483.400024,1483.5,1481.699951,1481.699951,1481.699951,99
2019-10-23,1486.400024,1490.300049,1486.400024,1489.900024,1489.900024,67
2019-10-24,1490.5,1501.199951,1485.900024,1498.900024,1498.900024,115
2019-10-25,1501.400024,1514.300049,1499,1499.5,1499.5,93
2019-10-28,1504.099976,1504.099976,1490,1490,1490,37
2019-10-29,1485.900024,1487,1485.900024,1487,1487,425
2019-10-30,1487.199951,1495.400024,1481,1493.199951,1493.199951,320
2019-10-31,1496.099976,1513.099976,1496.099976,1511.400024,1511.400024,210
2019-11-01,1511,1511.599976,1503,1508,1508,235
2019-11-04,1511.599976,1511.599976,1508,1508,1508,101
2019-11-05,1507.099976,1507.099976,1480.800049,1480.800049,1480.800049,31
2019-11-06,1483.199951,1491,1483.199951,1490.199951,1490.199951,567
2019-11-07,1489.099976,1489.099976,1464.199951,1464.199951,1464.199951,581
2019-11-08,1469.099976,1469.099976,1461.300049,1461.300049,1461.300049,21
2019-11-11,1461,1461,1449.300049,1455.5,1455.5,22
2019-11-12,1454.900024,1454.900024,1447.099976,1452.099976,1452.099976,6
2019-11-13,1456.800049,1463.300049,1456.800049,1461.699951,1461.699951,56
2019-11-14,1463.800049,1471.800049,1463.699951,1471.800049,1471.800049,83
2019-11-15,1469.099976,1469.099976,1467.300049,1467.300049,1467.300049,13
2019-11-18,1472,1472,1469.699951,1470.900024,1470.900024,141
2019-11-19,1467.699951,1474.300049,1467.699951,1473.300049,1473.300049,18
2019-11-20,1472.599976,1474.5,1467.300049,1473.300049,1473.300049,31
2019-11-21,1463.099976,1463.099976,1463.099976,1463.099976,1463.099976,16
2019-11-22,1468.599976,1468.599976,1463.099976,1463.099976,1463.099976,19
2019-11-25,1457.099976,1457.099976,1455.5,1456.599976,1456.599976,14
2019-11-26,1459.800049,1459.800049,1459.800049,1459.800049,1459.800049,346362
2019-11-27,1461.099976,1461.900024,1452,1453.400024,1453.400024,88364
2019-11-28,1461.950013,1463.150024,1452.650025,1457.850037,1457.850037,45268
2019-11-29,1461.950013,1463.150024,1452.650025,1457.850037,1457.850037,45268
2019-12-02,1462.800049,1464.400024,1453.300049,1462.300049,1462.300049,2172
2019-12-03,1461.599976,1480.400024,1459.5,1478.199951,1478.199951,1460
2019-12-04,1477.5,1483.400024,1471.199951,1474,1474,613
2019-12-05,1474.699951,1478,1472.300049,1476.900024,1476.900024,907
2019-12-06,1475,1476,1458.199951,1459.099976,1459.099976,899
2019-12-09,1458.800049,1464.199951,1458.599976,1459.300049,1459.300049,1461
2019-12-10,1460.699951,1467.199951,1460.699951,1462.599976,1462.599976,367
2019-12-11,1463.099976,1475.400024,1463.099976,1469.400024,1469.400024,393
2019-12-12,1475.099976,1483.900024,1463.699951,1466.699951,1466.699951,955
2019-12-13,1463.099976,1475.900024,1463.099976,1475.599976,1475.599976,468
2019-12-16,1473.800049,1475.300049,1473.800049,1475,1475,99
2019-12-17,1474.099976,1476.900024,1474,1474.599976,1474.599976,410
2019-12-18,1472.599976,1472.599976,1472.599976,1472.599976,1472.599976,250
2019-12-19,1475.900024,1478.900024,1473.300049,1478.199951,1478.199951,319
2019-12-20,1476.699951,1478.099976,1474.699951,1474.699951,1474.699951,118
2019-12-23,1482.300049,1482.5,1479.900024,1482.5,1482.5,391
2019-12-24,1493.75,1497.400025,1492.450012,1495.900025,1495.900025,258.5
2019-12-25,1493.75,1497.400025,1492.450012,1495.900025,1495.900025,258.5
2019-12-26,1505.199951,1512.300049,1505,1509.300049,1509.300049,126
2019-12-27,1513.800049,1513.800049,1513.800049,1513.800049,1513.800049,839
2019-12-30,1512.599976,1515.099976,1510,1514.5,1514.5,446
2019-12-31,1513.800049,1523.400024,1513.800049,1519.5,1519.5,301
2020-01-01,1515.950013,1526.049988,1515.900025,1522,1522,257.5
2020-01-02,1518.099976,1528.699951,1518,1524.5,1524.5,214
2020-01-03,1530.099976,1552.699951,1530.099976,1549.199951,1549.199951,107
2020-01-06,1580,1580,1560.400024,1566.199951,1566.199951,416
2020-01-07,1558.300049,1576.300049,1558.300049,1571.800049,1571.800049,47
2020-01-08,1579.699951,1604.199951,1552.300049,1557.400024,1557.400024,236
2020-01-09,1555.699951,1555.699951,1543.300049,1551.699951,1551.699951,54
2020-01-10,1551.199951,1558.800049,1545.400024,1557.5,1557.5,16
2020-01-13,1557.400024,1558,1548.400024,1548.400024,1548.400024,48
2020-01-14,1546.699951,1546.699951,1534.900024,1542.400024,1542.400024,32
2020-01-15,1548,1553.900024,1545.599976,1552.099976,1552.099976,11
2020-01-16,1555.699951,1556.099976,1548.5,1549,1549,98
2020-01-17,1554.099976,1558.800049,1553.599976,1558.800049,1558.800049,108
2020-01-20,1556.700013,1562.5,1552.299988,1557.600037,1557.600037,76.5
2020-01-21,1559.300049,1566.199951,1551,1556.400024,1556.400024,45
2020-01-22,1549.800049,1557.099976,1549.800049,1555.300049,1555.300049,42
2020-01-23,1553.099976,1564.599976,1552.199951,1564.599976,1564.599976,15
2020-01-24,1556.300049,1571.099976,1556.300049,1571.099976,1571.099976,43
2020-01-27,1584.300049,1584.5,1576.800049,1576.800049,1576.800049,22
2020-01-28,1576.400024,1576.400024,1569.199951,1569.199951,1569.199951,3
2020-01-29,1569.800049,1569.800049,1569.800049,1569.800049,1569.800049,251274
2020-01-30,1576.800049,1585,1571.400024,1583.5,1583.5,62336
2020-01-31,1573.400024,1589,1570,1582.900024,1582.900024,1095
2020-02-03,1592.900024,1593.300049,1568.199951,1577.199951,1577.199951,1062
2020-02-04,1577.699951,1577.699951,1547.800049,1550.400024,1550.400024,978
2020-02-05,1553.199951,1560.699951,1547.699951,1557.800049,1557.800049,1305
2020-02-06,1553.599976,1565.599976,1551.599976,1565.099976,1565.099976,110
2020-02-07,1564.900024,1571.900024,1560.5,1568.599976,1568.599976,431
2020-02-10,1569.300049,1574.699951,1568.599976,1574.699951,1574.699951,128
2020-02-11,1570.900024,1571.099976,1561.900024,1565.599976,1565.599976,440
2020-02-12,1565.199951,1568.699951,1561,1567.400024,1567.400024,36
2020-02-13,1570.199951,1575.099976,1570.199951,1575.099976,1575.099976,74
2020-02-14,1575.800049,1582.699951,1574.800049,1582.699951,1582.699951,68
2020-02-17,1577.800049,1593.5,1577.300049,1591.349976,1591.349976,189
2020-02-18,1579.800049,1604.300049,1579.800049,1600,1600,310
2020-02-19,1600.599976,1610.5,1599.699951,1607.5,1607.5,542
2020-02-20,1606.5,1621,1603,1616.599976,1616.599976,117
2020-02-21,1619.300049,1645,1619.300049,1644.599976,1644.599976,186
2020-02-24,1657,1686.599976,1650,1672.400024,1672.400024,435
2020-02-25,1645.099976,1653.699951,1632.300049,1646.900024,1646.900024,409
2020-02-26,1644,1648.099976,1636.400024,1640,1640,1990
2020-02-27,1641.099976,1658,1638.5,1640,1640,707
2020-02-28,1640.300049,1642.5,1564.099976,1564.099976,1564.099976,289
2020-03-02,1583.900024,1608.300049,1574.300049,1592.300049,1592.300049,537
2020-03-03,1594.5,1645.300049,1594,1642.099976,1642.099976,610
2020-03-04,1645.400024,1645.900024,1631.300049,1641.099976,1641.099976,83
2020-03-05,1637.300049,1672.900024,1637.199951,1666.400024,1666.400024,154
2020-03-06,1670.800049,1686.199951,1647.199951,1670.800049,1670.800049,175
2020-03-09,1696.099976,1701.599976,1657.699951,1674.5,1674.5,161
2020-03-10,1671.599976,1674.599976,1643,1659.099976,1659.099976,48
2020-03-11,1656.599976,1666.5,1635,1641.400024,1641.400024,47
2020-03-12,1637,1647.5,1566.400024,1589.300049,1589.300049,256
2020-03-13,1574.900024,1589.800049,1513.800049,1515.699951,1515.699951,89
2020-03-16,1569.099976,1569.099976,1452.099976,1485.900024,1485.900024,193
2020-03-17,1469.300049,1537.699951,1469.300049,1524.900024,1524.900024,122
2020-03-18,1537.5,1542,1477.300049,1477.300049,1477.300049,333
2020-03-19,1481.5,1491.599976,1471,1478.599976,1478.599976,262
2020-03-20,1483.5,1484,1483.5,1484,1484,14
2020-03-23,1505.300049,1567,1490.199951,1567,1567,51
2020-03-24,1592.699951,1685.5,1592.699951,1660.199951,1660.199951,442
2020-03-25,1676.5,1676.5,1631.099976,1632.300049,1632.300049,476
2020-03-26,1660.5,1660.5,1650.099976,1650.099976,1650.099976,3
2020-03-27,1623.900024,1623.900024,1623.900024,1623.900024,1623.900024,100638
2020-03-30,1641.199951,1652.800049,1607.199951,1622,1622,16389
2020-03-31,1618.699951,1621,1576,1583.400024,1583.400024,2874
2020-04-01,1570,1600,1570,1578.199951,1578.199951,2158
2020-04-02,1590.900024,1631.199951,1586,1625.699951,1625.699951,1294
2020-04-03,1624.5,1636,1619.800049,1633.699951,1633.699951,643
2020-04-06,1629.099976,1696.699951,1625.900024,1677,1677,1063
2020-04-07,1695.699951,1724.400024,1658,1664.800049,1664.800049,1144
2020-04-08,1669.699951,1677,1662.5,1665.400024,1665.400024,747
2020-04-09,1662.699951,1736.199951,1662.699951,1736.199951,1736.199951,825
2020-04-10,1692.349976,1746.5,1686.699951,1740.5,1740.5,760.5
2020-04-13,1722,1756.800049,1710.699951,1744.800049,1744.800049,696
2020-04-14,1756.800049,1775,1739.5,1756.699951,1756.699951,675
2020-04-15,1739.400024,1744.900024,1722.699951,1727.199951,1727.199951,642
2020-04-16,1731,1750.599976,1715,1720.400024,1720.400024,162
2020-04-17,1715.699951,1725,1684.900024,1689.199951,1689.199951,223
2020-04-20,1686,1701.599976,1680,1701.599976,1701.599976,106
2020-04-21,1697,1707.099976,1659.900024,1678.199951,1678.199951,666
2020-04-22,1696,1728.699951,1684.800049,1728.699951,1728.699951,453
2020-04-23,1734,1745.099976,1733.300049,1733.300049,1733.300049,482
2020-04-24,1744,1744,1714.5,1723.5,1723.5,221
2020-04-27,1731.900024,1731.900024,1711.900024,1711.900024,1711.900024,169
2020-04-28,1716.599976,1716.599976,1707.099976,1710.5,1710.5,1255
2020-04-29,1710,1713.5,1702,1703.400024,1703.400024,373
2020-04-30,1719.300049,1719.300049,1680.800049,1684.199951,1684.199951,327
2020-05-01,1686.599976,1701.5,1670.5,1694.5,1694.5,337
2020-05-04,1702.599976,1709,1699.599976,1706.900024,1706.900024,320
2020-05-05,1701.5,1704.400024,1697.199951,1704.400024,1704.400024,82
2020-05-06,1704,1704,1684.199951,1684.199951,1684.199951,469
2020-05-07,1686.199951,1721.800049,1685.599976,1721.800049,1721.800049,853
2020-05-08,1726.199951,1728.900024,1703.800049,1709.900024,1709.900024,330
2020-05-11,1702.300049,1704.5,1690.199951,1695.300049,1695.300049,749
2020-05-12,1699.300049,1713.099976,1699.300049,1704.400024,1704.400024,324
2020-05-13,1702,1721.300049,1701.900024,1713.900024,1713.900024,431
2020-05-14,1724.300049,1743.099976,1720.5,1738.099976,1738.099976,672
2020-05-15,1739.699951,1753.400024,1739.699951,1753.400024,1753.400024,719
2020-05-18,1755.699951,1770.5,1731.800049,1731.800049,1731.800049,229
2020-05-19,1744.199951,1749.5,1744.199951,1744.199951,1744.199951,167
2020-05-20,1751.599976,1752.099976,1745.599976,1750.599976,1750.599976,16
2020-05-21,1746.800049,1746.800049,1720.5,1720.5,1720.5,528
2020-05-22,1726.599976,1734.599976,1726.599976,1734.599976,1734.599976,6
2020-05-25,1726.5,1730.5,1715.700013,1719.700013,1719.700013,22.5
2020-05-26,1726.400024,1726.400024,1704.800049,1704.800049,1704.800049,39
2020-05-27,1685.599976,1710.300049,1685.599976,1710.300049,1710.300049,137416
2020-05-28,1709.300049,1727.800049,1705,1713.300049,1713.300049,23355
2020-05-29,1718.800049,1738.300049,1715.099976,1736.900024,1736.900024,1526
2020-06-01,1740.400024,1747,1727.099976,1737.800049,1737.800049,871
2020-06-02,1743,1745.5,1721.800049,1725.199951,1725.199951,741
2020-06-03,1726.300049,1726.300049,1684.5,1697.800049,1697.800049,2755
2020-06-04,1694.5,1718.900024,1694.5,1718.900024,1718.900024,807
2020-06-05,1711.800049,1711.800049,1668.599976,1676.199951,1676.199951,1502
2020-06-08,1679.099976,1699.400024,1675.900024,1698.300049,1698.300049,587
2020-06-09,1694.599976,1720.900024,1692,1714.699951,1714.699951,690
2020-06-10,1716.099976,1740.800049,1711.900024,1713.300049,1713.300049,718
2020-06-11,1737.199951,1744.099976,1720,1732,1732,347
2020-06-12,1724.900024,1743,1724.900024,1729.300049,1729.300049,318
