Date,Open,High,Low,Close,Adj Close,Volume
2010-04-21,2024.25,2040.5,2018.5,2025.5,2025.5,308038
2010-04-22,2021,2045,2000.5,2036.25,2036.25,374013
2010-04-23,2033,2053.5,2029.25,2053,2053,289715
2010-04-26,2050,2058.75,2043,2047.25,2047.25,210352
2010-04-27,2045.75,2050.5,1998.5,2008.75,2008.75,436324
2010-04-28,2008.75,2022.75,1989.5,2006.75,2006.75,359035
2010-04-29,2005.5,2044,2004.75,2041,2041,294958
2010-04-30,2041,2047,1998,1998.5,1998.5,341920
2010-05-03,2002.25,2038,1999.25,2027,2027,256440
2010-05-04,2026,2028.5,1952.25,1969.5,1969.5,515322
2010-05-05,1969.25,1972,1934.5,1958.5,1958.5,401892
2010-05-06,1958,1963,1730.25,1886,1886,736165
2010-05-07,1884,1909.25,1805.75,1848.5,1848.5,710793
2010-05-10,1873.75,1942,1872.25,1939.5,1939.5,489875
2010-05-11,1939.75,1965,1915,1935.25,1935.25,373205
2010-05-12,1934.75,1976.25,1917,1972.75,1972.75,323983
2010-05-13,1970,1981.5,1938.5,1947.25,1947.25,329770
2010-05-14,1945,1950.5,1883,1909.75,1909.75,449745
2010-05-17,1907.75,1919.5,1870.5,1913.5,1913.5,363023
2010-05-18,1912.25,1932,1876.75,1888,1888,405003
2010-05-19,1886.25,1893.75,1849.5,1868.25,1868.25,435357
2010-05-20,1867.75,1875,1794,1800.5,1800.5,575943
2010-05-21,1800,1834,1765.5,1819.25,1819.25,514060
2010-05-24,1821.25,1840,1796,1812.5,1812.5,319255
2010-05-25,1809.75,1819.5,1754.25,1815.5,1815.5,425513
2010-05-26,1814.5,1849.75,1788.75,1791.5,1791.5,391061
2010-05-27,1788.25,1864.5,1781.75,1863.75,1863.75,326868
2010-05-28,1862.25,1874.25,1835.5,1852,1852,315745
2010-06-01,1852,1878,1824.25,1831,1831,368555
2010-06-02,1832,1879.25,1828.5,1879,1879,307154
2010-06-03,1877,1899.25,1871,1897.75,1897.75,285099
2010-06-04,1897.5,1904.5,1824.25,1834.25,1834.25,426018
2010-06-07,1831.75,1845.5,1793.75,1795.75,1795.75,334305
2010-06-08,1795,1817.75,1770,1791.5,1791.5,409445
2010-06-09,1791.75,1823.5,1773.75,1782.25,1782.25,361910
2010-06-10,1780.5,1831.75,1775.25,1822.5,1822.5,231353
2010-06-11,1821.25,1848.75,1807.75,1844,1844,101875
2010-06-14,1848,1877.75,1844,1847.75,1847.75,97309
2010-06-15,1847.25,1899,1846.25,1894.5,1894.5,76687
2010-06-16,1894.5,1913.5,1880,1907,1907,79007
2010-06-17,1906.75,1918.75,1894,1910.5,1910.5,41809
2010-06-18,1910.75,1915.75,1906.25,1912.969971,1912.969971,246943
2010-06-21,1923,1941,1883.75,1899.5,1899.5,328037
2010-06-22,1899,1916.75,1876.5,1878.25,1878.25,335379
2010-06-23,1878.75,1890,1857.75,1873.75,1873.75,321722
2010-06-24,1870,1875.25,1837.25,1849.5,1849.5,339934
2010-06-25,1846,1856.5,1827.25,1839.25,1839.25,323580
2010-06-28,1839,1851.5,1821.25,1836,1836,280729
2010-06-29,1835.5,1839.5,1748,1763.5,1763.5,477966
2010-06-30,1764,1777.5,1733,1738,1738,370543
2010-07-01,1736.25,1745.75,1698,1728,1728,505855
2010-07-02,1728.75,1745.75,1710.25,1721.25,1721.25,317947
2010-07-06,1722,1762.5,1705.75,1734.5,1734.5,359579
2010-07-07,1734.75,1789.5,1721.75,1789.5,1789.5,304126
2010-07-08,1788.5,1803.25,1774.5,1798,1798,310109
2010-07-09,1796.75,1815.25,1789.25,1811.5,1811.5,207835
2010-07-12,1810,1829.75,1801.25,1820.25,1820.25,238450
2010-07-13,1819,1849.5,1818,1842.5,1842.5,310229
2010-07-14,1860,1866.25,1838,1851.25,1851.25,336833
2010-07-15,1850.25,1864.5,1828.5,1849.25,1849.25,366657
2010-07-16,1849.5,1856,1800,1802,1802,397734
2010-07-19,1800.5,1821.25,1782.5,1805.5,1805.5,301727
2010-07-20,1805.25,1841.25,1781.75,1839.75,1839.75,350306
2010-07-21,1839.75,1860,1811,1815.5,1815.5,401877
2010-07-22,1815.5,1869.25,1812.5,1852.75,1852.75,349001
2010-07-23,1850.5,1876.25,1844.25,1873.75,1873.75,326684
2010-07-26,1874.25,1888.25,1866,1887.5,1887.5,254147
2010-07-27,1887.5,1900.75,1878.25,1886.5,1886.5,270426
2010-07-28,1885.75,1894.75,1864.75,1869.75,1869.75,253384
2010-07-29,1870.25,1886.5,1838.5,1857.25,1857.25,384506
2010-07-30,1857,1873.5,1831.5,1862.25,1862.25,355325
2010-08-02,1868.75,1901.75,1864.5,1894.25,1894.25,244657
2010-08-03,1893.75,1898.25,1879.75,1893,1893,215692
2010-08-04,1892.5,1910,1883.25,1905.25,1905.25,276207
2010-08-05,1906.25,1912.75,1891,1901,1901,224033
2010-08-06,1902.5,1907.75,1871.25,1902.5,1902.5,373034
2010-08-09,1903,1918,1898.5,1913.75,1913.75,184344
2010-08-10,1914,1914,1880.75,1896.5,1896.5,344656
2010-08-11,1897,1898,1837,1837.75,1837.75,407601
2010-08-12,1837.25,1838.25,1806.25,1827.25,1827.25,349332
2010-08-13,1830,1842.75,1815.25,1815.25,1815.25,239248
2010-08-16,1817.75,1833.25,1800,1820,1820,286982
2010-08-17,1819.25,1860.5,1817,1839.5,1839.5,271497
2010-08-18,1840,1862.25,1831,1836.75,1836.75,298743
2010-08-19,1838.75,1850.5,1810.25,1820,1820,346596
2010-08-20,1820,1829.75,1808.5,1825.5,1825.5,264182
2010-08-23,1824.75,1842.75,1804.75,1809.5,1809.5,275129
2010-08-24,1809.25,1810.25,1766,1773.75,1773.75,317739
2010-08-25,1773.75,1798.5,1756.75,1789.75,1789.75,354186
2010-08-26,1790,1802.75,1765,1767.5,1767.5,325465
2010-08-27,1766,1794.5,1744,1789.25,1789.25,391994
2010-08-30,1790.75,1805.5,1768.25,1768.75,1768.75,255852
2010-08-31,1768.5,1781.75,1754.5,1766.5,1766.5,360795
2010-09-01,1773.25,1825,1770.5,1820,1820,389294
2010-09-02,1820.5,1841.25,1813,1837.25,1837.25,250865
2010-09-03,1838.75,1871.25,1834.5,1867,1867,306188
2010-09-07,1867.5,1878,1853.75,1857.5,1857.5,271396
2010-09-08,1857.25,1888,1852.25,1877.5,1877.5,308420
2010-09-09,1878.25,1897.75,1874.75,1885.75,1885.75,235345
2010-09-10,1886.75,1896.75,1880,1892.25,1892.25,125668
2010-09-13,1896.5,1925.25,1896.5,1919.25,1919.25,107079
2010-09-14,1919.25,1938.75,1912.5,1925.25,1925.25,93461
2010-09-15,1925.75,1943,1916.75,1942.25,1942.25,82316
2010-09-16,1943.75,1955.5,1932,1952.5,1952.5,58242
2010-09-17,1955.5,1973,1955,1959.829956,1959.829956,305013
2010-09-20,1950.5,1990.75,1947.25,1981.75,1981.75,284093
2010-09-21,1982,2000.25,1977,1985.5,1985.5,319921
2010-09-22,1985.5,1994.75,1970.5,1979.5,1979.5,336151
2010-09-23,1979.5,2000.25,1962.5,1981.5,1981.5,378087
2010-09-24,1982.75,2022,1978.75,2018.25,2018.25,304445
2010-09-27,2018.75,2032,2007.75,2007.25,2007.25,233636
2010-09-28,2008,2024.5,1977.25,2008.5,2008.5,440359
2010-09-29,2009.75,2018.5,1998.5,2009,2009,274660
2010-09-30,2009.5,2028.25,1983.25,1995.5,1995.5,444527
2010-10-01,1995.75,2015.5,1985,1994.5,1994.5,321294
2010-10-04,1997.75,1997.75,1961,1977,1977,298949
2010-10-05,1977.25,2025,1975.5,2018.5,2018.5,352212
2010-10-06,2018.75,2024.5,1990.25,2004.25,2004.25,334881
2010-10-07,2004.25,2019.75,1993.75,2014,2014,285357
2010-10-08,2014,2029.25,1982,2020.75,2020.75,313502
2010-10-11,2023,2035,2018.75,2025.5,2025.5,175827
2010-10-12,2025.25,2043.5,2004.25,2037,2037,319824
2010-10-13,2042,2065.25,2035.75,2056,2056,296220
2010-10-14,2056.5,2067.5,2041.25,2062,2062,316761
2010-10-15,2065,2097.75,2060.25,2095,2095,374142
2010-10-18,2095,2104.75,2082.75,2094.5,2094.5,254281
2010-10-19,2092,2103,2051.5,2067.5,2067.5,474153
2010-10-20,2068,2098.5,2062.5,2083.75,2083.75,288963
2010-10-21,2085,2104.5,2066.75,2080,2080,327967
2010-10-22,2080.5,2104.5,2077,2104,2104,206996
2010-10-25,2104,2125.5,2102,2108.5,2108.5,241766
2010-10-26,2109.25,2122,2092.5,2116,2116,255462
2010-10-27,2117.25,2125,2102.25,2123.75,2123.75,267310
2010-10-28,2123.5,2136.75,2109.25,2125.75,2125.75,306514
2010-10-29,2126.75,2135.5,2116.75,2122,2122,232478
2010-11-01,2125,2146.5,2115,2129,2129,286483
2010-11-02,2128.25,2153.75,2126.25,2150.25,2150.25,227217
2010-11-03,2151.25,2165.5,2130,2164.25,2164.25,348195
2010-11-04,2164.5,2191,2162.25,2184.5,2184.5,324318
2010-11-05,2184,2191,2176.5,2184.75,2184.75,324318
2010-11-08,2180.5,2189.25,2173.5,2184,2184,200812
2010-11-09,2183,2198,2164.25,2176.25,2176.25,269273
2010-11-10,2175.25,2187.25,2160,2174.5,2174.5,297588
2010-11-11,2175.25,2175.5,2142.25,2172.5,2172.5,316764
2010-11-12,2171.75,2174.25,2119.25,2133.75,2133.75,393579
2010-11-15,2134,2151,2126.5,2128,2128,259982
2010-11-16,2126.75,2127.25,2083.5,2090.75,2090.75,408237
2010-11-17,2093,2109.25,2088,2097,2097,260007
2010-11-18,2097.5,2146.75,2095.75,2134.25,2134.25,299550
2010-11-19,2135.25,2138.75,2119.75,2133.5,2133.5,216792
2010-11-22,2139,2155.5,2120.75,2154.5,2154.5,284564
2010-11-23,2152.75,2154.25,2104.75,2119,2119,342591
2010-11-24,2117.25,2165.5,2113,2158,2158,267835
2010-11-29,2150,2160.25,2117.75,2145.5,2145.5,294225
2010-11-30,2144.75,2147.5,2109.25,2117,2117,320212
2010-12-01,2115,2174,2110.75,2158.5,2158.5,307681
2010-12-02,2159,2188.75,2156.75,2187,2187,235665
2010-12-03,2188,2195,2167.75,2187.25,2187.25,182022
2010-12-06,2188,2193.75,2177,2190.5,2190.5,173121
2010-12-07,2191.25,2217,2185.5,2190,2190,235786
2010-12-08,2190.25,2202,2180,2200.5,2200.5,206132
2010-12-09,2199.5,2214.75,2193.75,2201.25,2201.25,161286
2010-12-10,2200.25,2218.25,2197.25,2216.5,2216.5,98939
2010-12-13,2217.75,2231.75,2206.75,2211.75,2211.75,110952
2010-12-14,2209.75,2221,2205.75,2215.25,2215.25,86259
2010-12-15,2217,2224.25,2197,2202.25,2202.25,101017
2010-12-16,2204,2225.75,2197.75,2220.25,2220.25,66674
2010-12-17,2222.25,2224,2216.5,2222.919922,2222.919922,158393
2010-12-20,2216,2230,2205.5,2220.25,2220.25,172358
2010-12-21,2220,2237,2219.25,2235.25,2235.25,103147
2010-12-22,2233.75,2238.25,2230.25,2236,2236,89776
2010-12-23,2236.75,2239,2223.75,2230.5,2230.5,87905
2010-12-27,2227.25,2234,2207.25,2230,2230,139752
2010-12-28,2229.25,2237,2221.25,2225.5,2225.5,80279
2010-12-29,2227.25,2235.75,2224.25,2228.5,2228.5,64609
2010-12-30,2228.5,2232.75,2221.5,2224.5,2224.5,85956
2010-12-31,2225.25,2229,2207.5,2216,2216,100071
2011-01-03,2220,2267.75,2219.25,2250.5,2250.5,276753
2011-01-04,2249.75,2262.5,2236.5,2245.5,2245.5,216365
2011-01-05,2246.75,2271.75,2229.5,2269.75,2269.75,213120
2011-01-06,2270.75,2279.25,2267.25,2276.25,2276.25,177334
2011-01-07,2277,2282.25,2252,2273,2273,279363
2011-01-10,2272.25,2287,2260.75,2282.5,2282.5,197994
2011-01-11,2282,2295.25,2278,2285.5,2285.5,208383
2011-01-12,2286,2306.75,2284,2304.5,2304.5,176801
2011-01-13,2304.75,2309.5,2296.75,2302.75,2302.75,185940
2011-01-14,2303.75,2323,2297.5,2320,2320,177966
2011-01-18,2321.25,2332.5,2285.25,2330.75,2330.75,289649
2011-01-19,2331.5,2346.5,2293,2294.5,2294.5,293316
2011-01-20,2297.75,2299.5,2267,2281.5,2281.5,351068
2011-01-21,2281.75,2300.25,2265.75,2269,2269,252574
2011-01-24,2268.75,2300.75,2264.5,2298,2298,222971
2011-01-25,2298,2303.25,2281.25,2301.25,2301.25,250703
2011-01-26,2300.25,2320,2298,2318.5,2318.5,218232
2011-01-27,2318,2334.5,2313.25,2323,2323,242547
2011-01-28,2322,2331,2258,2268,2268,434902
2011-01-31,2265.5,2286,2248.5,2280,2280,316720
2011-02-01,2284,2328.25,2281.25,2322.5,2322.5,300511
2011-02-02,2320.75,2327.75,2312,2319.75,2319.75,193313
2011-02-03,2319,2326.25,2295.75,2321.75,2321.75,258037
2011-02-04,2322.25,2339.5,2316.5,2337.5,2337.5,224139
2011-02-07,2337.75,2359.75,2334.5,2345,2345,240695
2011-02-08,2343.75,2364,2341.25,2362.75,2362.75,187536
2011-02-09,2362.5,2365.5,2350.5,2362.25,2362.25,198569
2011-02-10,2357,2365,2338.25,2361.75,2361.75,334186
2011-02-11,2360,2380.5,2347.75,2378.25,2378.25,191884
2011-02-14,2376.25,2387.5,2375.5,2381.75,2381.75,153281
2011-02-15,2381.75,2385.5,2370.75,2381.5,2381.5,166706
2011-02-16,2381.25,2403,2379.75,2392,2392,230670
2011-02-17,2392,2400.75,2383.5,2393.5,2393.5,197725
2011-02-18,2393.75,2400.5,2382,2395,2395,183849
2011-02-22,2393.5,2394,2315.5,2321.75,2321.75,450245
2011-02-23,2322,2334.75,2285,2303.5,2303.5,407845
2011-02-24,2302.75,2321,2280.25,2308.25,2308.25,362545
2011-02-25,2310,2350.25,2305.5,2345.75,2345.75,244697
2011-02-28,2345.25,2363,2334.75,2350.75,2350.75,232535
2011-03-01,2351,2371.75,2307.5,2311.5,2311.5,349697
2011-03-02,2311.25,2341,2301.75,2323.25,2323.25,335530
2011-03-03,2322,2376,2321.25,2371.75,2371.75,288788
2011-03-04,2371.25,2378.75,2344.25,2359.75,2359.75,299221
2011-03-07,2360.25,2374.25,2306.25,2324.5,2324.5,402341
2011-03-08,2324,2348,2310.5,2333.75,2333.75,363782
2011-03-09,2332.75,2340.5,2308.25,2310.5,2310.5,374399
2011-03-10,2312.25,2315.5,2275.25,2283,2283,346788
2011-03-11,2282.5,2306.25,2265,2305.25,2305.25,140465
2011-03-14,2296.5,2304.75,2273.5,2292,2292,108276
2011-03-15,2292.25,2296.5,2216.25,2247.5,2247.5,92079
2011-03-16,2249,2264.25,2188.5,2211,2211,103742
2011-03-17,2210.5,2248,2188.25,2228.5,2228.5,47083
2011-03-18,2224,2255.5,2218,2242.959961,2242.959961,356862
2011-03-21,2223,2271.5,2219,2254.5,2254.5,250481
2011-03-22,2256.25,2264.25,2249.25,2257.25,2257.25,214276
2011-03-23,2256,2274.75,2232,2265,2265,277187
2011-03-24,2265,2313.5,2262.25,2308.5,2308.5,289374
2011-03-25,2305.5,2335,2304,2317,2317,256984
2011-03-28,2316.25,2328.5,2294.75,2295.75,2295.75,205806
2011-03-29,2296.75,2324.75,2289.5,2322.5,2322.5,221150
2011-03-30,2322.25,2343.25,2320.25,2334.5,2334.5,181624
2011-03-31,2334.25,2341.5,2327.5,2336.25,2336.25,177992
2011-04-01,2339,2358,2333.25,2338.5,2338.5,227985
2011-04-04,2337.25,2349.75,2322,2340.5,2340.5,213559
2011-04-05,2341,2343,2318.25,2323.25,2323.25,246330
2011-04-06,2324,2350,2316.75,2325.5,2325.5,260050
2011-04-07,2325.5,2344.25,2311.75,2329.25,2329.25,299965
2011-04-08,2329,2342.75,2304.75,2318,2318,231045
2011-04-11,2322.75,2334,2302,2308,2308,224000
2011-04-12,2309.5,2310,2285,2293,2293,288991
2011-04-13,2292.25,2319.5,2291.5,2308.5,2308.5,287483
2011-04-14,2309,2312,2287.5,2300.75,2300.75,291384
2011-04-15,2301.75,2313.75,2289.25,2309.75,2309.75,236995
2011-04-18,2308,2310,2250.25,2290,2290,376034
2011-04-19,2289,2317.5,2277.75,2311,2311,226895
2011-04-20,2313.75,2363.75,2313,2355,2355,307353
2011-04-21,2356,2382.75,2356,2375.5,2375.5,242215
2011-04-25,2373,2382.25,2371.75,2377.5,2377.5,115169
2011-04-26,2377.25,2402,2372.75,2384.75,2384.75,226453
2011-04-27,2388,2412.75,2387.25,2409,2409,213497
2011-04-28,2409.25,2415.75,2396.25,2401.75,2401.75,229280
2011-04-29,2401,2412.5,2397.25,2400.75,2400.75,164125
2011-05-02,2408,2428,2393.5,2401.5,2401.5,286554
2011-05-03,2402.75,2403,2374,2389.75,2389.75,287245
2011-05-04,2389.75,2396,2364.75,2384,2384,300764
2011-05-05,2385,2399.75,2363.5,2379,2379,393338
2011-05-06,2378.5,2409.75,2372.75,2373.5,2373.5,358939
2011-05-09,2378,2398,2374,2386.5,2386.5,265715
2011-05-10,2386.25,2412,2382.75,2409.25,2409.25,291892
2011-05-11,2407.5,2415.25,2374,2393.5,2393.5,297723
2011-05-12,2393.75,2409.25,2369,2407,2407,288507
2011-05-13,2408,2414.25,2369,2370,2370,300837
2011-05-16,2366,2372.75,2329.25,2334.5,2334.5,405609
2011-05-17,2333.75,2346,2318.25,2337.25,2337.25,338037
2011-05-18,2341.25,2365,2333.5,2361.5,2361.5,232300
2011-05-19,2362,2373.25,2353.5,2369,2369,228801
2011-05-20,2368.5,2372.75,2342.25,2343.5,2343.5,257419
2011-05-23,2341.5,2342.75,2304.25,2315.5,2315.5,247592
2011-05-24,2315.5,2324.25,2298.75,2301.75,2301.75,244139
2011-05-25,2300.75,2320.75,2281,2309.5,2309.5,261109
2011-05-26,2309.75,2331,2302,2325.25,2325.25,246269
2011-05-27,2326.5,2338.5,2322.25,2332.5,2332.5,154910
2011-05-31,2331.25,2377.75,2330.75,2371.75,2371.75,251027
2011-06-01,2375.5,2380.75,2318,2319.5,2319.5,325409
2011-06-02,2320.5,2335.5,2313.75,2326,2326,278595
2011-06-03,2325.75,2328,2284.75,2287.5,2287.5,288850
2011-06-06,2288.5,2299.25,2271.25,2274,2274,222242
2011-06-07,2274,2288.25,2268,2273.75,2273.75,226064
2011-06-08,2273.5,2278,2246.75,2248,2248,274206
2011-06-09,2250.75,2267.5,2245.5,2252.5,2252.5,186589
2011-06-10,2252.5,2255.75,2218.5,2221.25,2221.25,136078
2011-06-13,2217,2234,2214.5,2223.25,2223.25,91589
2011-06-14,2226,2256.25,2220.25,2250.75,2250.75,119162
2011-06-15,2249.5,2250.25,2204.25,2209,2209,71822
2011-06-16,2211.5,2217.5,2180.75,2199.25,2199.25,44964
2011-06-17,2199.75,2220,2191.75,2225.780029,2225.780029,308529
2011-06-20,2189.5,2207,2174,2200,2200,215125
2011-06-21,2199.5,2249.75,2198,2244,2244,339993
2011-06-22,2243.25,2250.75,2228.75,2229.5,2229.5,223745
2011-06-23,2229,2253.5,2199.5,2237.5,2237.5,415542
2011-06-24,2237.5,2258.5,2206.75,2207.75,2207.75,316081
2011-06-27,2208.75,2260,2191.5,2249,2249,287433
2011-06-28,2250.5,2285,2241.5,2284,2284,237750
2011-06-29,2283,2300.5,2274.75,2294,2294,252700
2011-06-30,2293.25,2323.5,2287.5,2321,2321,201935
2011-07-01,2318.75,2360.75,2316.75,2355.25,2355.25,238609
2011-07-05,2355,2372,2351.5,2372,2372,249553
2011-07-06,2370,2380.75,2358.5,2375.25,2375.25,257899
2011-07-07,2376,2416,2375.75,2415.5,2415.5,214745
2011-07-08,2415.25,2421.75,2375.75,2408.5,2408.5,283491
2011-07-11,2404.25,2404.25,2351.25,2367,2367,280079
2011-07-12,2365.75,2366.5,2330.5,2344.5,2344.5,304899
2011-07-13,2344.5,2375,2337.75,2344.5,2344.5,267288
2011-07-14,2345.75,2368.25,2314.5,2334,2334,344083
2011-07-15,2338,2358.75,2331.5,2355.5,2355.5,254820
2011-07-18,2354.5,2355.25,2318.75,2340,2340,249078
2011-07-19,2341.75,2399.75,2339,2389,2389,275586
2011-07-20,2389.75,2413.5,2381,2381.75,2381.75,253753
2011-07-21,2381.75,2414.5,2365,2410,2410,278950
2011-07-22,2402.5,2429.75,2396.25,2428,2428,184217
2011-07-25,2417.75,2434.5,2380,2423.5,2423.5,195167
2011-07-26,2423,2435.5,2412.75,2423.5,2423.5,185139
2011-07-27,2424.5,2425.75,2358.25,2357.75,2357.75,328563
2011-07-28,2360,2398.75,2355.75,2370,2370,287066
2011-07-29,2370.75,2385.25,2338,2359.25,2359.25,335802
2011-08-01,2386,2395,2320.75,2346,2346,356651
2011-08-02,2347.25,2355.25,2285.75,2288.25,2288.25,340611
2011-08-03,2290,2314.5,2253,2302.5,2302.5,448373
2011-08-04,2303.75,2319.5,2195,2209.5,2209.5,536231
2011-08-05,2213.75,2239.25,2128.75,2187,2187,683266
2011-08-08,2145,2170.75,2031.5,2038,2038,731047
2011-08-09,2043,2161.25,1972.25,2155,2155,715540
2011-08-10,2154,2168.25,2065.75,2085,2085,543270
2011-08-11,2082.75,2184.5,2057.5,2158,2158,421381
2011-08-12,2158,2192.5,2114,2177.5,2177.5,292340
2011-08-15,2183.75,2211.5,2176.5,2206.5,2206.5,224281
2011-08-16,2204.5,2211.25,2163.5,2199,2199,294934
2011-08-17,2198,2214,2157.25,2175.25,2175.25,273534
2011-08-18,2175.75,2175.75,2053,2082,2082,444399
2011-08-19,2084.75,2102,2033.75,2041,2041,374568
2011-08-22,2041,2085.5,2022.25,2044,2044,254177
2011-08-23,2046.75,2129.25,2037,2124,2124,273713
2011-08-24,2124,2147.5,2096.25,2139,2139,270378
2011-08-25,2138.75,2152,2101,2111,2111,308466
2011-08-26,2111,2169,2080.75,2164,2164,344089
2011-08-29,2164,2225,2158,2220,2220,198317
2011-08-30,2219.5,2249.5,2201.25,2227,2227,254838
2011-08-31,2226,2268.5,2221.25,2240.75,2240.75,285780
2011-09-01,2243.5,2263.75,2215.5,2217.25,2217.25,262316
2011-09-02,2217,2221.75,2155.75,2164.75,2164.75,271645
2011-09-06,2159.5,2171.25,2108.25,2165.25,2165.25,341285
2011-09-07,2165.5,2224.5,2164.75,2222,2222,252548
2011-09-08,2223,2244,2205.25,2216.75,2216.75,254052
2011-09-09,2216,2227.75,2149.75,2169,2169,143421
2011-09-12,2159.75,2198.75,2122,2195,2195,125382
2011-09-13,2194.75,2225.75,2166.75,2220.75,2220.75,114565
2011-09-14,2221,2278.25,2191.75,2252,2252,94261
2011-09-15,2252,2292.5,2245,2290,2290,68386
2011-09-16,2290.25,2298.5,2275.5,2292.790039,2292.790039,313377
2011-09-19,2288,2314.5,2254.25,2301,2301,317744
2011-09-20,2298.75,2332.5,2283.75,2296.5,2296.5,325787
2011-09-21,2297,2318,2244.25,2245.5,2245.5,353504
2011-09-22,2245.75,2249.5,2144.5,2174.5,2174.5,581136
